Time,PV
0,0
0.000277781,0
0.000555562,0
0.000833343,0
0.001111124,0
0.001388905,0
0.001666686,0
0.001944467,0
0.002222248,0
0.002500029,0
0.00277781,0
0.003055591,0
0.003333372,0
0.003611153,0
0.003888934,0
0.004166715,0
0.004444496,0
0.004722277,0
0.005000058,0
0.005277839,0
0.00555562,0
0.005833401,0
0.006111182,0
0.006388963,0
0.006666744,0
0.006944525,0
0.007222306,0
0.007500087,0
0.007777868,0
0.008055649,0
0.00833343,0
0.008611211,0
0.008888992,0
0.009166773,0
0.009444554,0
0.009722335,0
0.010000116,0
0.010277897,0
0.010555678,0
0.010833459,0
0.01111124,0
0.011389021,0
0.011666802,0
0.011944583,0
0.012222364,0
0.012500145,0
0.012777926,0
0.013055707,0
0.013333488,0
0.013611269,0
0.01388905,0
0.014166831,0
0.014444612,0
0.014722393,0
0.015000174,0
0.015277955,0
0.015555736,0
0.015833517,0
0.016111298,0
0.016389079,0
0.01666686,0
0.016944641,0
0.017222422,0
0.017500203,0
0.017777984,0
0.018055765,0
0.018333546,0
0.018611327,0
0.018889108,0
0.019166889,0
0.019444669,0
0.01972245,0
0.020000231,0
0.020278012,0
0.020555793,0
0.020833574,0
0.021111355,0
0.021389136,0
0.021666917,0
0.021944698,0
0.022222479,0
0.02250026,0
0.022778041,0
0.023055822,0
0.023333603,0
0.023611384,0
0.023889165,0
0.024166946,0
0.024444727,0
0.024722508,0
0.025000289,0
0.02527807,0
0.025555851,0
0.025833632,0
0.026111413,0
0.026389194,0
0.026666975,0
0.026944756,0
0.027222537,0
0.027500318,0
0.027778099,0
0.02805588,0
0.028333661,0
0.028611442,0
0.028889223,0
0.029167004,0
0.029444785,0
0.029722566,0
0.030000347,0
0.030278128,0
0.030555909,0
0.03083369,0
0.031111471,0
0.031389252,0
0.031667033,0
0.031944814,0
0.032222595,0
0.032500376,0
0.032778157,0
0.033055938,0
0.033333719,0
0.0336115,0
0.033889281,0
0.034167062,0
0.034444843,0
0.034722624,0
0.035000405,0
0.035278186,0
0.035555967,0
0.035833748,0
0.036111529,0
0.03638931,0
0.036667091,0
0.036944872,0
0.037222653,0
0.037500434,0
0.037778215,0
0.038055996,0
0.038333777,0
0.038611558,0
0.038889339,0
0.03916712,0
0.039444901,0
0.039722682,0
0.040000463,0
0.040278244,0
0.040556025,0
0.040833806,0
0.041111587,0
0.041389368,0
0.041667149,0
0.04194493,0
0.042222711,0
0.042500492,0
0.042778273,0
0.043056054,0
0.043333835,0
0.043611616,0
0.043889397,0
0.044167178,0
0.044444959,0
0.04472274,0
0.045000521,0
0.045278302,0
0.045556083,0
0.045833864,0
0.046111645,0
0.046389426,0
0.046667207,0
0.046944988,0
0.047222769,0
0.04750055,0
0.047778331,0
0.048056112,0
0.048333893,0
0.048611674,0
0.048889455,0
0.049167236,0
0.049445017,0
0.049722798,0
0.050000579,0
0.05027836,0
0.050556141,0
0.050833922,0
0.051111703,0
0.051389484,0
0.051667265,0
0.051945046,0
0.052222827,0
0.052500608,0
0.052778389,0
0.05305617,0
0.053333951,0
0.053611732,0
0.053889513,0
0.054167294,0
0.054445075,0
0.054722856,0
0.055000637,0
0.055278418,0
0.055556199,0
0.05583398,0
0.056111761,0
0.056389542,0
0.056667323,0
0.056945104,0
0.057222885,0
0.057500666,0
0.057778447,0
0.058056228,0
0.058334008,0
0.058611789,0
0.05888957,0
0.059167351,0
0.059445132,0
0.059722913,0
0.060000694,0
0.060278475,0
0.060556256,0
0.060834037,0
0.061111818,0
0.061389599,0
0.06166738,0
0.061945161,0
0.062222942,0
0.062500723,0
0.062778504,0
0.063056285,0
0.063334066,0
0.063611847,0
0.063889628,0
0.064167409,0
0.06444519,0
0.064722971,0
0.065000752,0
0.065278533,0
0.065556314,0
0.065834095,0
0.066111876,0
0.066389657,0
0.066667438,0
0.066945219,0
0.067223,0
0.067500781,0
0.067778562,0
0.068056343,0
0.068334124,0
0.068611905,0
0.068889686,0
0.069167467,0
0.069445248,0
0.069723029,0
0.07000081,0
0.070278591,0
0.070556372,0
0.070834153,0
0.071111934,0
0.071389715,0
0.071667496,0
0.071945277,0
0.072223058,0
0.072500839,0
0.07277862,0
0.073056401,0
0.073334182,0
0.073611963,0
0.073889744,0
0.074167525,0
0.074445306,0
0.074723087,0
0.075000868,0
0.075278649,0
0.07555643,0
0.075834211,0
0.076111992,0
0.076389773,0
0.076667554,0
0.076945335,0
0.077223116,0
0.077500897,0
0.077778678,0
0.078056459,0
0.07833424,0
0.078612021,0
0.078889802,0
0.079167583,0
0.079445364,0
0.079723145,0
0.080000926,0
0.080278707,0
0.080556488,0
0.080834269,0
0.08111205,0
0.081389831,0
0.081667612,0
0.081945393,0
0.082223174,0
0.082500955,0
0.082778736,0
0.083056517,0
0.083334298,0
0.083612079,0
0.08388986,0
0.084167641,0
0.084445422,0
0.084723203,0
0.085000984,0
0.085278765,0
0.085556546,0
0.085834327,0
0.086112108,0
0.086389889,0
0.08666767,0
0.086945451,0
0.087223232,0
0.087501013,0
0.087778794,0
0.088056575,0
0.088334356,0
0.088612137,0
0.088889918,0
0.089167699,0
0.08944548,0
0.089723261,0
0.090001042,0
0.090278823,0
0.090556604,0
0.090834385,0
0.091112166,0
0.091389947,0
0.091667728,0
0.091945509,0
0.09222329,0
0.092501071,0
0.092778852,0
0.093056633,0
0.093334414,0
0.093612195,0
0.093889976,0
0.094167757,0
0.094445538,0
0.094723319,0
0.0950011,0
0.095278881,0
0.095556662,0
0.095834443,0
0.096112224,0
0.096390005,0
0.096667786,0
0.096945566,0
0.097223347,0
0.097501128,0
0.097778909,0
0.09805669,0
0.098334471,0
0.098612252,0
0.098890033,0
0.099167814,0
0.099445595,0
0.099723376,0
0.100001157,0
0.100278938,0
0.100556719,0
0.1008345,0
0.101112281,0
0.101390062,0
0.101667843,0
0.101945624,0
0.102223405,0
0.102501186,0
0.102778967,0
0.103056748,0
0.103334529,0
0.10361231,0
0.103890091,0
0.104167872,0
0.104445653,0
0.104723434,0
0.105001215,0
0.105278996,0
0.105556777,0
0.105834558,0
0.106112339,0
0.10639012,0
0.106667901,0
0.106945682,0
0.107223463,0
0.107501244,0
0.107779025,0
0.108056806,0
0.108334587,0
0.108612368,0
0.108890149,0
0.10916793,0
0.109445711,0
0.109723492,0
0.110001273,0
0.110279054,0
0.110556835,0
0.110834616,0
0.111112397,0
0.111390178,0
0.111667959,0
0.11194574,0
0.112223521,0
0.112501302,0
0.112779083,0
0.113056864,0
0.113334645,0
0.113612426,0
0.113890207,0
0.114167988,0
0.114445769,0
0.11472355,0
0.115001331,0
0.115279112,0
0.115556893,0
0.115834674,0
0.116112455,0
0.116390236,0
0.116668017,0
0.116945798,0
0.117223579,0
0.11750136,0
0.117779141,0
0.118056922,0
0.118334703,0
0.118612484,0
0.118890265,0
0.119168046,0
0.119445827,0
0.119723608,0
0.120001389,0
0.12027917,0
0.120556951,0
0.120834732,0
0.121112513,0
0.121390294,0
0.121668075,0
0.121945856,0
0.122223637,0
0.122501418,0
0.122779199,0
0.12305698,0
0.123334761,0
0.123612542,0
0.123890323,0
0.124168104,0
0.124445885,0
0.124723666,0
0.125001447,0
0.125279228,0
0.125557009,0
0.12583479,0
0.126112571,0
0.126390352,0
0.126668133,0
0.126945914,0
0.127223695,0
0.127501476,0
0.127779257,0
0.128057038,0
0.128334819,0
0.1286126,0
0.128890381,0
0.129168162,0
0.129445943,0
0.129723724,0
0.130001505,0
0.130279286,0
0.130557067,0
0.130834848,0
0.131112629,0
0.13139041,0
0.131668191,0
0.131945972,0
0.132223753,0
0.132501534,0
0.132779315,0
0.133057096,0
0.133334877,0
0.133612658,0
0.133890439,0
0.13416822,0
0.134446001,0
0.134723782,0
0.135001563,0
0.135279344,0
0.135557125,0
0.135834905,0
0.136112686,0
0.136390467,0
0.136668248,0
0.136946029,0
0.13722381,0
0.137501591,0
0.137779372,0
